Status,Category,Vendor Record Type,Vendor,Associated Prime Vendor,M/WBE Category,Woman Owned Business,Emerging Business,Agency,Expense Category,Contract ID,Parent Contract ID,Version Number,Contract type,Purpose,Industry, Current Amount , Original Amount ,Start date,End Date,Registration date,Received date,Award Method,APT PIN,PIN
Registered,Expense,Prime Vendor,VOHNE LICHE KENNEL INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620211400982,,1,SUPPLIES/MATERIALS/EQUIPMENT,DUAL PURPOSE POLICE CANINE  QMS 0099,Goods," $18,000.00 "," $18,000.00 ",7/13/2020,6/30/2021,7/13/2020,,SMALL PURCHASE - WRITTEN,,214300002
Registered,Expense,Prime Vendor,THE CESSPOOL MAN INC,N/A,Non-M/WBE,No ,No ,Police Department,CLEANING SERVICES,CT105620210002207,,1,REQUIREMENTS-SERVICES,SERVICE FOR WASTE REMOVAL. 213660003,Goods," $100,000.00 "," $100,000.00 ",7/1/2020,6/30/2021,7/13/2020,,SM PURCH GOODS SERVICES 100K,,05621I0001001
Registered,Expense,Prime Vendor,HIGH DRIVE K-9 INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620211400361,,1,SUPPLIES/MATERIALS/EQUIPMENT,POLICE SERVICE CANINE  QMS 0108,Goods," $19,950.00 "," $19,950.00 ",7/7/2020,6/30/2021,7/13/2020,,SMALL PURCHASE - WRITTEN,,214300001
Registered,Expense,Prime Vendor,HORIZON STRUCTURES LLC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620211400979,,2,SUPPLIES/MATERIALS/EQUIPMENT,2 BOX KENNEL  QMS 3016,Goods," $24,997.83 "," $24,997.83 ",7/13/2020,8/1/2021,7/13/2020,,SMALL PURCHASE - WRITTEN,,4600039
Registered,Expense,Prime Vendor,CRONOS FIRE AND SECURITY SYSTEMS,N/A,Asian American,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620210001801,,1,REQUIREMENTS-SERVICES,SERVICE CONTRACT FOR FIRE ALARMS.213660020,Goods," $100,000.00 "," $100,000.00 ",7/1/2020,6/30/2021,7/13/2020,,SM PURCH GOODS SERVICES 100K,,05621I0002001
Registered,Expense,Prime Vendor,PRIORITY 1 AIR RESCUE OPERATIONS  ARIZONA LP,N/A,Non-M/WBE,No ,No ,Police Department,TRAINING PRGM CITY EMPLOYEES,CT105620201426629,,3,WORK/LABOR,MISSION HOIST RESCUE TRAINING  QMS 3178,Goods," $94,865.75 "," $94,865.75 ",6/10/2020,6/30/2021,7/10/2020,,SM PURCH GOODS SERVICES 100K,,05620I0010001
Registered,Expense,Prime Vendor,COMPULINK TECHNOLOGIES INC,N/A,Hispanic American,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201426479,,2,SUPPLIES/MATERIALS/EQUIPMENT,HPZ1 SF G4 Workstations,Goods," $66,407.04 "," $66,407.04 ",5/4/2020,6/30/2020,7/10/2020,,SM PURCH GOODS SERVICES 100K,,05620I0005001
Registered,Expense,Prime Vendor,ACTIV SYSTEMS INC,N/A,Women (Non-Minority),No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201427274,,2,SUPPLIES/MATERIALS/EQUIPMENT,RESCUE SYSTEM  FOR COUNTER TERRORISM,Goods," $54,432.00 "," $54,432.00 ",5/29/2020,8/31/2020,7/7/2020,,SM PURCH GOODS SERVICES 100K,,05620I0006001
Registered,Expense,Prime Vendor,ELEVATOR TESTING GROUP INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620210003241,,2,REQUIREMENTS-SERVICES,DECREASE PURCHASE ORDER  QMS 112,Goods," $25,000.00 "," $25,000.00 ",7/1/2020,6/30/2021,7/2/2020,,SMALL PURCHASE - WRITTEN,,213660025
Registered,Expense,Prime Vendor,TET ELEVATOR INSPECTIONS,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620210002210,,2,REQUIREMENTS-SERVICES,DECREASE PURCHASE ORDER  QMS 35,Not Classified," $25,000.00 "," $25,000.00 ",7/1/2020,6/30/2021,7/2/2020,,SMALL PURCHASE - WRITTEN,,213660018
Registered,Expense,Prime Vendor,THERMO SCIENTIFIC PORTABLE ANALYTICAL INSTRUMENTS INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201422771,,1,SUPPLIES/MATERIALS/EQUIPMENT,TO PURCHASE TRUNARC SOLUTION KIT FOR ESU K9,Goods," $29,916.00 "," $29,916.00 ",4/27/2020,6/30/2020,6/30/2020,,SM PURCH GOODS SERVICES 100K,,05620I0007001
Registered,Expense,Prime Vendor,READY DATA INC,N/A,Women (Non-Minority),Yes,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620201429748,,1,SUPPLIES/MATERIALS/EQUIPMENT,LOGICAL & PHYSICAL LIC RENEWAL GRANT PURCHASE  QMS 3362,Goods," $18,242.56 "," $18,242.56 ",6/29/2020,8/31/2020,6/30/2020,,SMALL PURCHASE - WRITTEN,,6220549
Registered,Expense,Prime Vendor,APPLIED TACTICAL TECHNOLOGIES INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201421391,,1,SUPPLIES/MATERIALS/EQUIPMENT,TO PURCHASE BalisticShields FOR RESOURCE ALLOCATION UNIT,Goods," $79,999.60 "," $79,999.60 ",4/9/2020,6/30/2020,6/29/2020,,SM PURCH GOODS SERVICES 100K,,05620I0008001
Registered,Expense,Prime Vendor,VGI HOLDINGS LLC,N/A,Non-M/WBE,No ,No ,Police Department,CAPITAL PURCHASED EQUIPMENT,CT105620201417042,,1,SUPPLIES/MATERIALS/EQUIPMENT,TO PURCHASE PRINTING SYSTEM FOR PRINTING SECTION,Goods," $69,000.00 "," $69,000.00 ",3/5/2020,9/5/2020,6/26/2020,,SM PURCH GOODS SERVICES 100K,,05620I0003001
Registered,Expense,Prime Vendor,SYNAPTENT LLC,N/A,Non-M/WBE,No ,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620201429296,,2,SUPPLIES/MATERIALS/EQUIPMENT,NYPD QUANT SCOOPS  QMS 3665,Goods," $10,500.00 "," $10,500.00 ",6/25/2020,6/30/2021,6/26/2020,,SMALL PURCHASE - WRITTEN,,5640272
Registered,Expense,Prime Vendor,Neta Scientific  Inc.,N/A,Black American,Yes,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620201428758,,2,SUPPLIES/MATERIALS/EQUIPMENT,NON-STICK SEPTA GC/MS COLUMN  QMS 3623,Goods," $16,356.00 "," $16,356.00 ",6/22/2020,6/30/2020,6/23/2020,,SMALL PURCHASE - WRITTEN,,5640259
Registered,Expense,Prime Vendor,DERIVE TECHNOLOGIES LLC,N/A,Asian American,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201429266,,1,SUPPLIES/MATERIALS/EQUIPMENT,06220658 Apple iPads and Peripherals M/WBE Purchase,Goods," $200,610.00 "," $200,610.00 ",6/23/2020,6/30/2020,6/23/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220658
Registered,Expense,Prime Vendor,JAMAICA HARDWARE & PAINTS INC.,N/A,Asian American,No ,No ,Police Department,MEDICAL SURGICAL & LAB EQUIP,CT105620201428936,,1,SUPPLIES/MATERIALS/EQUIPMENT,POWEREX STD303-2-2 & STD503-2-2.  QMS 3627,Goods," $23,848.40 "," $23,848.40 ",6/22/2020,6/30/2020,6/23/2020,,SMALL PURCHASE - WRITTEN,,5640274
Registered,Expense,Prime Vendor,CEN-MED ENTERPRISES INC,N/A,Asian American,Yes,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620201429011,,1,SUPPLIES/MATERIALS/EQUIPMENT,ALCONO CLEANER  WHEATON; RUBBER BULB ETC.  QMS 3631,Goods," $12,206.51 "," $12,206.51 ",6/22/2020,6/30/2020,6/23/2020,,SMALL PURCHASE - WRITTEN,,5640269
Registered,Expense,Prime Vendor,LEICA GEOSYSTEMS INC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620201428383,,1,WORK/LABOR,REPAIR SCANSTATION P20/P15 AND CALIBRATION  QMS 3639,Goods," $22,357.29 "," $22,357.29 ",6/23/2020,6/30/2020,6/23/2020,,SMALL PURCHASE - WRITTEN,,5640245
Registered,Expense,Prime Vendor,SKYVIEW CONSTRUCTION GROUP INC,N/A,Asian American,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620201416713,,4,CONSTRUCTION,Multi-Yr Repairs Main of Roofs & Miscell Waterproofing Repo,Construction Services," $1,885,063.75 "," $1,885,063.75 ",1/18/2020,1/16/2021,6/18/2020,,RENEWAL OF CONTRACT,5.616E+11,05616B0013001R002
Registered,Expense,Prime Vendor,BREIT RETAIL HOLDINGS LLC,N/A,Individuals & Others,No ,No ,Police Department,RENTALS - LAND BLDGS & STRUCTS,CT105620201427436,,8,LESSEE,Assignment of Lease 860 Remsen Av BK NYPD,Not Classified," $18,301,968.50 "," $18,301,968.50 ",12/11/2019,1/25/2031,6/17/2020,,ASSIGNMENT,,056LEASE7951
Registered,Expense,Prime Vendor,RJM SALES INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP GENERAL,CT105620201428682,,2,WORK/LABOR,DECREASE PURCHASE ORDER  QMS 3464,Goods," $7,800.00 "," $7,800.00 ",6/17/2020,6/30/2020,6/17/2020,,SMALL PURCHASE - WRITTEN,,5640244
Registered,Expense,Prime Vendor,EARTHSPIRITSNET INC,N/A,Hispanic American,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201428775,,1,SUPPLIES/MATERIALS/EQUIPMENT,FOX TITAN SPORT JACKETS AND GLOVES  QMS 3496,Goods," $93,898.00 "," $93,898.00 ",6/17/2020,6/30/2020,6/17/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,4250077
Registered,Expense,Prime Vendor,ACE TOOL REPAIR INC,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620201428336,,3,SUPPLIES/MATERIALS/EQUIPMENT,SURVEILLANCE ITEMS  QMS 3472,Goods," $26,646.20 "," $26,646.20 ",6/11/2020,6/30/2020,6/11/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,3850085
Registered,Expense,Prime Vendor,SHARDA PAPER INC,N/A,Asian American,No ,No ,Police Department,PRINTING SUPPLIES,CT105620201428216,,1,SUPPLIES/MATERIALS/EQUIPMENT,VARIOUS PAPER SUPPLIES  QMS 3444,Goods," $25,000.00 "," $25,000.00 ",6/10/2020,6/30/2020,6/11/2020,,SMALL PURCHASE - WRITTEN,,5060836
Registered,Expense,Prime Vendor,BODE Cellmark Forensics  INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,CT105620201427528,,2,SUPPLIES/MATERIALS/EQUIPMENT,BODE SECURESWAB SIT COLLECTORS.  013000,Goods," $24,997.00 "," $24,997.00 ",6/5/2020,6/30/2020,6/11/2020,,SMALL PURCHASE - WRITTEN,,1300013
Registered,Expense,Prime Vendor,CURRIER MCCABE & ASSOCIATES INC,N/A,Women (Non-Minority),Yes,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620201428218,,2,SUPPLIES/MATERIALS/EQUIPMENT,RENEWAL SYSTEMS INTEGRATION FOR ASSET MANAGEMENT-216220189,Goods," $149,618.18 "," $94,395.95 ",6/10/2020,11/30/2020,6/11/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,5606220440
Registered,Expense,Prime Vendor,TI-TONE COMMUNICATIONS INC,N/A,Asian American,No ,No ,Police Department,EQUIPMENT GENERAL  SUPPLIES + MATERIALS - GENERAL,CT105620201428337,,1,SUPPLIES/MATERIALS/EQUIPMENT,VARIOUS CONNECTORS  QMS 3473,Goods," $28,205.95 "," $28,205.95 ",6/11/2020,6/30/2020,6/11/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,8350086
Registered,Expense,Prime Vendor,ITEGIX LLC,N/A,Hispanic American,No ,No ,Police Department,DATA PROCESSING SUPPLIES,CT105620201428223,,2,SUPPLIES/MATERIALS/EQUIPMENT,USB BT400/ HID OMNIKEY READERS  QMS 3522,Goods," $27,375.00 "," $27,375.00 ",6/10/2020,6/30/2020,6/10/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,5606220647
Registered,Expense,Prime Vendor,VRD CONTRACTING INC,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL  OFFICE FURITURE,CT105620201428097,,3,SUPPLIES/MATERIALS/EQUIPMENT,DESKS  PEDESTAL  03650411,Goods," $99,105.30 "," $99,105.30 ",6/9/2020,6/30/2020,6/9/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,3650411
Registered,Expense,Prime Vendor,ANIMAL MEDICAL CENTER,N/A,Non-M/WBE,No ,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620201427841,,2,WORK/LABOR,VETERINARY SERVICES  QMS 3316,Goods," $19,036.68 "," $19,036.68 ",6/5/2020,6/30/2020,6/8/2020,,SMALL PURCHASE - WRITTEN,,3950133
Registered,Expense,Prime Vendor,EBONY OFFICE PRODUCTS INC,N/A,Black American,No ,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620201428006,,1,SUPPLIES/MATERIALS/EQUIPMENT,ENOCH EXAMINATION TABLE  QMS 3389,Goods," $26,532.30 "," $26,532.30 ",6/8/2020,6/30/2020,6/8/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,3880073
Registered,Expense,Prime Vendor,B & H FOTO & ELECTRONICS CORP,N/A,Non-M/WBE,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201427875,,1,SUPPLIES/MATERIALS/EQUIPMENT,06220655 DELL LAPTOPS AND WARRANTY GRANT PURHCASE,Goods," $18,150.00 "," $18,150.00 ",6/4/2020,6/30/2020,6/8/2020,,SMALL PURCHASE - WRITTEN,,6220655
Registered,Expense,Prime Vendor,COMPULINK TECHNOLOGIES INC,N/A,Hispanic American,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201427604,,2,SUPPLIES/MATERIALS/EQUIPMENT,DECREASE PURCHASE ORDER  QMS 3361,Goods," $98,244.50 "," $98,244.50 ",6/3/2020,6/30/2020,6/8/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220445
Registered,Expense,Prime Vendor,ABT PRODUCTS & SERVICES LTD,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620201427602,,1,SUPPLIES/MATERIALS/EQUIPMENT,FORKLIFT  QMS 3296,Goods," $34,999.39 "," $34,999.39 ",6/3/2020,6/30/2020,6/3/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,3650339
Registered,Expense,Prime Vendor,GARTNER INC,N/A,Non-M/WBE,No ,No ,Police Department,PROF SERV COMPUTER SERVICES,CTA105620207209196,,1,SUBSCRIPTIONS,IT LEADERS ANNUAL SUBSCRIPTION,Professional Services," $115,784.00 "," $115,784.00 ",1/31/2020,1/30/2021,5/29/2020,,MULTIPLE AWARDS,,05620I0001001
Registered,Expense,Prime Vendor,COMPULINK TECHNOLOGIES INC,N/A,Hispanic American,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201426993,,1,SUPPLIES/MATERIALS/EQUIPMENT,FIBER CABLE M/WBE PRURCHASE METHOD  QMS 3360,Goods," $48,104.00 "," $48,104.00 ",5/26/2020,6/30/2020,5/26/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220560
Registered,Expense,Prime Vendor,ABRAHAMS CONSULTING LLC,N/A,Black American,Yes,No ,Police Department,DATA PROCESSING SUPPLIES  PURCH DATA PROCESSING EQUIPT,CT105620201426992,,1,SUPPLIES/MATERIALS/EQUIPMENT,CANON PRINTER AND TONERS M/WBE PURCHASE METHOD  QMS 3359,Goods," $47,855.00 "," $47,855.00 ",5/26/2020,6/30/2020,5/26/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220581
Registered,Expense,Prime Vendor,EMPIRE ELECTRONICS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201426945,,1,SUPPLIES/MATERIALS/EQUIPMENT,MACBOOKS & DELL  QMS 3342,Goods," $49,702.50 "," $49,702.50 ",5/26/2020,6/30/2020,5/26/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220651
Registered,Expense,Prime Vendor,ITEGIX LLC,N/A,Hispanic American,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201426944,,1,SUPPLIES/MATERIALS/EQUIPMENT,APC SMART UPS  QMS 3343,Goods," $49,998.00 "," $49,998.00 ",5/26/2020,6/30/2020,5/26/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220564
Registered,Expense,Prime Vendor,TACTICAL MEDICAL SOLUTIONS LLC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,CT105620201426851,,2,SUPPLIES/MATERIALS/EQUIPMENT,TOURNIQUET TRAINER  TOURNIQUET ASSISTANCE CLIP,Goods," $21,451.01 "," $21,451.01 ",5/22/2020,6/30/2020,5/22/2020,,SMALL PURCHASE - WRITTEN,,3840101
Registered,Expense,Prime Vendor,AFA PROTECTIVE SYSTEMS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP GENERAL,CT105620201422924,,8,WORK/LABOR,Fire Alarm Systems Maintenance and Svc 1PP,Not Classified," $295,000.00 "," $295,000.00 ",4/22/2020,4/21/2025,5/19/2020,,COMPETITIVE SEALED BIDDING,,05619B0019001
Registered,Expense,Prime Vendor,AGILENT TECHNOLOGIES  INC.,N/A,Non-M/WBE,No ,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620201426406,,1,SUPPLIES/MATERIALS/EQUIPMENT,AUTO INJECTOR  TRAY  QUITE COVERS,Goods," $24,866.22 "," $24,866.22 ",5/18/2020,6/30/2020,5/18/2020,,SMALL PURCHASE - INTERGOV'T,,5640231
Registered,Expense,Prime Vendor,EMPIRE ELECTRONICS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201426329,,1,SUPPLIES/MATERIALS/EQUIPMENT,06220443 Fujitsu Printer and Peripherals M/WBE Purchase,Goods," $26,611.60 "," $26,611.60 ",5/18/2020,6/30/2020,5/18/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220443
Registered,Expense,Prime Vendor,ONLY THE BEST FOR LESS INC,N/A,Black American,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201426059,,1,SUPPLIES/MATERIALS/EQUIPMENT,"FURUNO MU15OHD 15\ COLOR TFT ANTI- REF MONITOR QMS#3159""",Goods," $23,355.00 "," $23,355.00 ",5/14/2020,6/30/2020,5/15/2020,,SMALL PURCHASE - WRITTEN,,4700094
Registered,Expense,Prime Vendor,AMRON INTERNATIONAL INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201426067,,2,SUPPLIES/MATERIALS/EQUIPMENT,VIKING WRS PUBLIC SAFETY SUIT QMS#3023,Goods," $24,960.00 "," $24,960.00 ",5/14/2020,6/30/2020,5/15/2020,,SMALL PURCHASE - WRITTEN,,4710038
Registered,Expense,Prime Vendor,DELL MARKETING LP,N/A,Non-M/WBE,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201425877,,1,SUPPLIES/MATERIALS/EQUIPMENT,Workstation- towers  keyboard mouse External  QMS 3240,Goods," $21,872.38 "," $21,872.38 ",5/12/2020,6/30/2020,5/12/2020,,SMALL PURCHASE - WRITTEN,,6220474
Registered,Expense,Prime Vendor,AMERICAN ALUMINUM ACCESSORIES  INC.,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201425503,,1,SUPPLIES/MATERIALS/EQUIPMENT,Aluminum kennel insert for NYPD K9 vehicles,Goods," $13,032.00 "," $13,032.00 ",5/7/2020,6/30/2020,5/8/2020,,SMALL PURCHASE - WRITTEN,,5700175
Registered,Expense,Prime Vendor,Minoritech Inc,N/A,Asian American,No ,No ,Police Department,DATA PROCESSING SUPPLIES,CT105620201425366,,1,SUPPLIES/MATERIALS/EQUIPMENT,VARIOUS FLASH DRIVES  QMS 2480,Goods," $80,820.50 "," $80,820.50 ",5/6/2020,6/30/2020,5/6/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220477
Registered,Expense,Prime Vendor,PMT FORKLIFT CORPORATION,N/A,Hispanic American,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201425130,,1,SUPPLIES/MATERIALS/EQUIPMENT,ELECTRIC FORKLIFT - 03650321,Goods," $34,420.00 "," $34,420.00 ",5/4/2020,6/30/2020,5/4/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,3650321
Registered,Expense,Prime Vendor,NJX ENTERPRISE CORPORATION,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620201425173,,2,WORK/LABOR,REPAIR TRANE/MITSUBISHI UNIT  QMS 2573,Goods," $35,000.00 "," $35,000.00 ",5/4/2020,6/30/2020,5/4/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,5390032
Registered,Expense,Prime Vendor,ISLAND COMPUTER PRODUCTS INC ICP INC,N/A,Women (Non-Minority),Yes,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620201425021,,2,SUPPLIES/MATERIALS/EQUIPMENT,IBM VIRTUAL TAPE LIBRARY  QMS 3152,Goods," $51,284.24 "," $51,284.24 ",5/1/2020,6/30/2020,5/1/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,5606220449
Registered,Expense,Prime Vendor,HIGH DRIVE K-9 INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201424543,,1,SUPPLIES/MATERIALS/EQUIPMENT,POLICE SERVICE CANINE  QMS 2975,Goods," $19,950.00 "," $19,950.00 ",4/27/2020,6/30/2020,4/28/2020,,SMALL PURCHASE - WRITTEN,,4300038
Registered,Expense,Prime Vendor,METTLER TOLEDO INTERNATIONAL INC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620201424077,,3,WORK/LABOR,05640027  ANNUAL CALIBRATION OF LABORATORY BALANCES,Goods," $24,936.50 "," $24,936.50 ",4/27/2020,6/30/2020,4/28/2020,,SMALL PURCHASE - WRITTEN,,5640027
Registered,Expense,Prime Vendor,JUREK BROS INC,N/A,Non-M/WBE,No ,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620201424588,,1,SUPPLIES/MATERIALS/EQUIPMENT,05640114  AMMUNITION,Goods," $23,074.61 "," $23,074.61 ",4/27/2020,6/30/2020,4/27/2020,,SMALL PURCHASE - WRITTEN,,5640114
Registered,Expense,Prime Vendor,METROPOLITAN OFFICE & COMPUTER SUPPLIES INC,N/A,Asian American,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201424541,,1,SUPPLIES/MATERIALS/EQUIPMENT,"SAMSUNG 43\ CLASS HDR TV  QMS 3061""",Goods," $25,674.00 "," $25,674.00 ",4/27/2020,6/30/2020,4/27/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,1680222
Registered,Expense,Prime Vendor,MICHAEL JOHNSON,N/A,Non-M/WBE,No ,No ,Police Department,PROF SERV OTHER,CT105620201424544,,1,SUPPLIES/MATERIALS/EQUIPMENT,03750090 CPI ANSWER SHEET ANDREPORT,Goods," $24,800.00 "," $24,800.00 ",4/27/2020,6/30/2020,4/27/2020,,SMALL PURCHASE - WRITTEN,,3750090
Registered,Expense,Prime Vendor,EMPIRE ELECTRONICS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,CAPITAL PURCHASED EQUIPMENT  DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620201424439,,1,SUPPLIES/MATERIALS/EQUIPMENT,Precision 3431 with rack mount - Clayton Parker - 06220493,Goods," $66,444.00 "," $66,444.00 ",4/24/2020,6/30/2020,4/24/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220493
Registered,Expense,Prime Vendor,THREE GALS INDUSTRIAL LLC,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620201424333,,1,SUPPLIES/MATERIALS/EQUIPMENT,EPIC AIR COMBAT HELMET LINER SYSTEM,Goods," $24,928.00 "," $24,928.00 ",4/23/2020,6/30/2020,4/23/2020,,SMALL PURCHASE - WRITTEN,,4250047
Registered,Expense,Prime Vendor,GARIC  INC,N/A,Hispanic American,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201424112,,1,SUPPLIES/MATERIALS/EQUIPMENT,CABLES AND PERIPHERALS M/WBE PURCHASE  QMS 3101,Goods," $59,420.51 "," $59,420.51 ",4/21/2020,6/30/2020,4/21/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220565
Registered,Expense,Prime Vendor,KAUFMAN TRAILERS OF NC INC,N/A,Non-M/WBE,No ,No ,Police Department,MOTOR VEHICLES,CT105620201423390,,1,SUPPLIES/MATERIALS/EQUIPMENT,(1) DELUXE (FET) HD DECK-OVER TILT GOOSENECK 10K AXLES/3',Goods," $16,890.00 "," $16,890.00 ",4/14/2020,6/30/2020,4/21/2020,,SMALL PURCHASE - WRITTEN,,05700146B
Registered,Expense,Prime Vendor,AIR ENGINEERING FILTERS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,RENTALS OF MISC.EQUIP,CT105620201423958,,1,WORK/LABOR,CHILLER RENTAL  QMS 3091,Goods," $29,550.00 "," $29,550.00 ",4/20/2020,6/30/2020,4/20/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,03660154A
Registered,Expense,Prime Vendor,Ader Trading Inc,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,CT105620201423224,,2,SUPPLIES/MATERIALS/EQUIPMENT,COVID-19 Purchase of Nitrile Gloves and Surgical Masks,Goods," $266,200.00 "," $266,200.00 ",4/14/2020,6/30/2020,4/14/2020,,EMERGENCY,,05620E0006001
Registered,Expense,Prime Vendor,TTI Business Products Inc.,N/A,Women (Non-Minority),Yes,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620201423492,,1,SUPPLIES/MATERIALS/EQUIPMENT,DELL LATITUDE 7400 LAPTOP  QMS 3013,Goods," $77,077.50 "," $77,077.50 ",4/14/2020,6/30/2020,4/14/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,5606220471
Registered,Expense,Prime Vendor,ADF Alliance Group,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,CT105620201423418,,4,SUPPLIES/MATERIALS/EQUIPMENT,COVID-19 Purchase of Additional 1 Million Masks,Goods," $4,940,000.00 "," $780,000.00 ",4/28/2020,6/30/2020,4/13/2020,,EMERGENCY,COVID-19-005,05620E0007001A003
Registered,Expense,Prime Vendor,ITEGIX LLC,N/A,Hispanic American,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620201423372,,1,SUPPLIES/MATERIALS/EQUIPMENT,Emergency Headsets- COVID-19 ANDREA RASCOESTEED  QMS 3038,Goods," $34,515.00 "," $34,515.00 ",4/13/2020,6/30/2020,4/13/2020,,MWBE PURCHASE - NOT EXCEEDING $500K,,6220599
